Status,#,Vessel name,IMO,Departure port,Country,Commodity,Metric tons,Departure date,Inspection cleared,Income group,Flag,World Bank region,UN region,Development category
Outbound,407,MONTARA,9234202,Odesa,Türkiye,Corn,"3,200",29-Oct-2022,1-Nov-2022,upper-middle-income,Barbados,Europe & Central Asia,Asia-Pacific,developing
Outbound,408,RUBYMAR,9138898,Yuzhny/Pivdennyi,Türkiye,Corn,"29,600",29-Oct-2022,1-Nov-2022,upper-middle-income,Belize,Europe & Central Asia,Asia-Pacific,developing
Outbound,409,ST SOFIA,9799630,Odesa,Spain,Corn,"45,000",29-Oct-2022,2-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound +,409,ST SOFIA,9799630,Odesa,Spain,Barley,"11,000",29-Oct-2022,2-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,410,AFRICAN ROBIN,9317767,Odesa,Algeria,Wheat,"30,500",30-Oct-2022,9-Nov-2022,lower-middle income,Bahamas,Middle East & North Africa,Africa,developing
Outbound,411,DESPINA V,9727986,Yuzhny/Pivdennyi,The Netherlands,Corn,"71,135",30-Oct-2022,2-Nov-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,412,IKARIA ANGEL,9194397,Chornomorsk,Ethiopia,Wheat,"30,000",30-Oct-2022,10-Nov-2022,low-income,Panama,Sub-Saharan Africa,Africa,developing
Outbound,413,NIKOLAOS A,9493949,Chornomorsk,United Kingdom,Rapeseed,"46,141",30-Oct-2022,3-Nov-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,414,SEALOCK,8218380,Chornomorsk,Türkiye,Peas,"2,050",30-Oct-2022,3-Nov-2022,upper-middle-income,Tanzania,Europe & Central Asia,Asia-Pacific,developing
Outbound,415,SK FRIENDSHIP,8909446,Chornomorsk,Egypt,Soya beans,"6,600",30-Oct-2022,10-Nov-2022,lower-middle income,Togo,Middle East & North Africa,Africa,developing
Outbound,416,ADMIRAL DE RIBAS,9106900,Yuzhny/Pivdennyi,Türkiye,Sunflower meal,"2,500",31-Oct-2022,2-Nov-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,417,AMYNTOR,9515656,Odesa,Türkiye,Wheat,"27,000",31-Oct-2022,9-Nov-2022,upper-middle-income,Marshall Islands,Europe & Central Asia,Asia-Pacific,developing
Outbound,418,CARAVOS HARMONY,9595589,Chornomorsk,China,Barley,"36,850",31-Oct-2022,2-Nov-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound +,418,CARAVOS HARMONY,9595589,Chornomorsk,China,Sunflower meal,"27,453",31-Oct-2022,2-Nov-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,419,KARAMEL,9316921,Odesa,Libya,Corn,"33,000",31-Oct-2022,11-Nov-2022,upper-middle-income,Barbados,Middle East & North Africa,Africa,developing
Outbound,420,MOUNT BAKER,9266918,Yuzhny/Pivdennyi,Spain,Corn,"31,635",31-Oct-2022,25-Nov-2022,high-income,Hong Kong,Europe & Central Asia,Western Europe and Others,developed
Outbound,421,SSI CHALLENGER,9284300,Chornomorsk,Germany,Corn,"49,000",31-Oct-2022,8-Nov-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,422,BOMUSTAFA O,9114476,Chornomorsk,Libya,Wheat,"22,800",1-Nov-2022,11-Nov-2022,upper-middle-income,Panama,Middle East & North Africa,Africa,developing
Outbound,423,NIMET TORLAK,9282948,Yuzhny/Pivdennyi,Morocco,Sunflower meal,"12,690",1-Nov-2022,6-Nov-2022,lower-middle income,Liberia,Middle East & North Africa,Africa,developing
Outbound,424,KEY KNIGHT,9512317,Chornomorsk,China,Corn,"66,750",2-Nov-2022,9-Nov-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,425,RATTANA NAREE,9245055,Yuzhny/Pivdennyi,The Netherlands,Soya beans,"26,786",2-Nov-2022,6-Nov-2022,high-income,Thailand,Europe & Central Asia,Western Europe and Others,developed
Outbound,426,RIO,9039975,Odesa,Italy,Wheat,"9,100",2-Nov-2022,9-Nov-2022,high-income,Comoros,Europe & Central Asia,Western Europe and Others,developed
Outbound,427,SVETI DUJAM,9519638,Chornomorsk,China,Sunflower meal,"31,908",2-Nov-2022,9-Nov-2022,upper-middle-income,Croatia,East Asia & Pacific,Asia-Pacific,developing
Outbound,428,CHRISTINA B,9304162,Yuzhny/Pivdennyi,China,Corn,"62,258",3-Nov-2022,14-Nov-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,429,ELEFSIS,9118678,Chornomorsk,Spain,Wheat,"64,300",3-Nov-2022,9-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,430,ESENTEPE,9247508,Yuzhny/Pivdennyi,Oman,Sunflower oil,"29,000",3-Nov-2022,7-Nov-2022,high-income,Marshall Islands,Middle East & North Africa,Asia-Pacific,developing
Outbound,431,MAVKA,9284647,Chornomorsk,Romania,Sunflower oil,"12,500",4-Nov-2022,7-Nov-2022,high-income,Panama,Europe & Central Asia,Eastern Europe,developed
Outbound,432,CHAMPION PULA,9341146,Yuzhny/Pivdennyi,China,Sunflower oil,"43,250",8-Nov-2022,10-Nov-2022,upper-middle-income,Norway,East Asia & Pacific,Asia-Pacific,developing
Outbound,433,DUZGIT INTEGRITY,9380415,Chornomorsk,France,Sunflower oil,"9,000",9-Nov-2022,11-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,434,MAINLAND,9431056,Yuzhny/Pivdennyi,Spain,Sunflower oil,"6,600",9-Nov-2022,11-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,435,BRAVE,9242730,Odesa,India,Sunflower oil,"6,010",9-Nov-2022,12-Nov-2022,lower-middle income,Barbados,South Asia,Asia-Pacific,developing
Outbound,436,BAHAR K,8884555,Chornomorsk,Italy,Soya beans,"7,900",10-Nov-2022,15-Nov-2022,high-income,Vanuatu,Europe & Central Asia,Western Europe and Others,developed
Outbound,437,BRAVE LEADER,9033505,Yuzhny/Pivdennyi,Tunisia,Wheat,"21,600",10-Nov-2022,12-Nov-2022,lower-middle income,Lebanon,Middle East & North Africa,Africa,developing
Outbound,438,SALLY M,9152844,Odesa,Lebanon,Soya beans,"6,850",10-Nov-2022,20-Nov-2022,lower-middle income,Panama,Middle East & North Africa,Asia-Pacific,developing
Outbound,439,GANNET S,9316995,Yuzhny/Pivdennyi,Türkiye,Corn,"14,750",11-Nov-2022,26-Nov-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,440,MOHAMAD M,9141235,Odesa,Italy,Corn,"23,500",11-Nov-2022,25-Nov-2022,high-income,Cook Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,441,NESTOR S,9473341,Chornomorsk,China,Corn,"62,900",11-Nov-2022,13-Nov-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,442,TZAREVICH,9145229,Chornomorsk,Türkiye,Wheat,"19,000",11-Nov-2022,22-Nov-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,443,MED ATLANTIC,9410533,Chornomorsk,China,Sunflower oil,"22,500",12-Nov-2022,14-Nov-2022,upper-middle-income,Malta,East Asia & Pacific,Asia-Pacific,developing
Outbound,444,PROPUS,9133757,Chornomorsk,Türkiye,Sunflower seed,"4,671",12-Nov-2022,15-Nov-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,445,BELFOREST,9698185,Chornomorsk,Spain,Barley,"22,000",13-Nov-2022,15-Nov-2022,high-income,Norway,Europe & Central Asia,Western Europe and Others,developed
Outbound +,445,BELFOREST,9698185,Chornomorsk,Spain,Corn,"33,000",13-Nov-2022,15-Nov-2022,high-income,Norway,Europe & Central Asia,Western Europe and Others,developed
Outbound,446,BESIKTAS ICELAND,9395367,Yuzhny/Pivdennyi,The Netherlands,Sunflower oil,"6,600",13-Nov-2022,15-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,447,CEBIHAN,9504308,Chornomorsk,Oman,Wheat,"54,250",13-Nov-2022,25-Nov-2022,high-income,Portugal,Middle East & North Africa,Asia-Pacific,developing
Outbound,448,LADY SEMA,9233624,Odesa,Spain,Sunflower seed,"8,600",13-Nov-2022,15-Nov-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,449,PS PELICAN,9316593,Yuzhny/Pivdennyi,China,Sunflower oil,"37,000",13-Nov-2022,15-Nov-2022,upper-middle-income,Panama,East Asia & Pacific,Asia-Pacific,developing
Outbound,450,RISING FALCON,9105396,Chornomorsk,Italy,Wheat,"26,200",13-Nov-2022,24-Nov-2022,high-income,St. Vincent and the Grenadines,Europe & Central Asia,Western Europe and Others,developed
Outbound,451,SSI ERDOGAN BEY,9401946,Yuzhny/Pivdennyi,Germany,Rapeseed,"34,200",13-Nov-2022,16-Nov-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,452,STAVROS,9425875,Yuzhny/Pivdennyi,Yemen,Wheat,"55,318",13-Nov-2022,26-Nov-2022,low-income,Malta,Middle East & North Africa,Asia-Pacific,developing
Outbound,453,CANGA STAR,9540039,Chornomorsk,Spain,Sunflower meal,"6,000",14-Nov-2022,27-Nov-2022,high-income,Vanuatu,Europe & Central Asia,Western Europe and Others,developed
Outbound,454,EAST WIND I,9278973,Yuzhny/Pivdennyi,Tunisia,Barley,"25,000",14-Nov-2022,18-Nov-2022,lower-middle income,Panama,Middle East & North Africa,Africa,developing
Outbound,455,LUNE B,9163491,Odesa,Türkiye,Wheat,"27,000",14-Nov-2022,23-Nov-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound +,455,LUNE B,9163491,Odesa,Türkiye,Corn,"14,000",14-Nov-2022,23-Nov-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,456,OTAGO BAY,9782015,Odesa,Spain,Barley,"37,500",14-Nov-2022,16-Nov-2022,high-income,Hong Kong,Europe & Central Asia,Western Europe and Others,developed
Outbound +,456,OTAGO BAY,9782015,Odesa,Spain,Corn,"12,500",14-Nov-2022,16-Nov-2022,high-income,Hong Kong,Europe & Central Asia,Western Europe and Others,developed
Outbound,457,AYSHA M,8511146,Chornomorsk,Türkiye,Soya beans,"6,300",15-Nov-2022,23-Nov-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound +,458,BOZBURUN-M,9237204,Odesa,Afghanistan,Wheat,"20,000",15-Nov-2022,22-Nov-2022,low-income,Panama,South Asia,Asia-Pacific,developing
Outbound,458,BOZBURUN-M,9237204,Odesa,Yemen,Wheat,"20,000",15-Nov-2022,22-Nov-2022,low-income,Panama,Middle East & North Africa,Asia-Pacific,developing
Outbound,459,CAPTAIN P EGGLEZOS,9332224,Chornomorsk,China,Sunflower meal,"43,000",15-Nov-2022,28-Nov-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,460,NADA,9055163,Yuzhny/Pivdennyi,Türkiye,Peas,"6,100",15-Nov-2022,19-Nov-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,461,ABILENE,9723057,Odesa,The Netherlands,Rapeseed,"51,500",16-Nov-2022,20-Nov-2022,high-income,Singapore,Europe & Central Asia,Western Europe and Others,developed
Outbound,462,AMBER S,9200354,Yuzhny/Pivdennyi,Italy,Wheat,"44,194",16-Nov-2022,20-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,463,ELENI M,9228033,Yuzhny/Pivdennyi,Italy,Wheat,"41,540",16-Nov-2022,30-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,464,MIM VANGELIS JR,9302786,Yuzhny/Pivdennyi,China,Corn,"66,756",16-Nov-2022,20-Nov-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,465,NORAN,9175822,Chornomorsk,Türkiye,Soya beans,"7,124",16-Nov-2022,26-Nov-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,466,NORD VIND,9573921,Odesa,Ethiopia,Wheat,"25,000",16-Nov-2022,22-Nov-2022,low-income,Barbados,Sub-Saharan Africa,Africa,developing
Outbound,467,PARALOS,9325099,Odesa,Spain,Wheat,"28,000",16-Nov-2022,24-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,468,PLUTUS,9132519,Yuzhny/Pivdennyi,Türkiye,Corn,"13,000",16-Nov-2022,3-Dec-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,469,GOKOVA-M,9243526,Chornomorsk,Yemen,Wheat,"10,000",17-Nov-2022,22-Nov-2022,low-income,Panama,Middle East & North Africa,Asia-Pacific,developing
Outbound +,469,GOKOVA-M,9243526,Chornomorsk,Afghanistan,Wheat,"30,000",17-Nov-2022,22-Nov-2022,low-income,Panama,South Asia,Asia-Pacific,developing
Outbound,470,NIZAR,8324751,Chornomorsk,Türkiye,Soya beans,"4,840",17-Nov-2022,30-Nov-2022,upper-middle-income,Sierra Leone,Europe & Central Asia,Asia-Pacific,developing
Outbound,471,SUPER SAKA,9456551,Odesa,Saudi Arabia,Wheat,"54,000",17-Nov-2022,25-Nov-2022,high-income,Barbados,Middle East & North Africa,Asia-Pacific,developing
Outbound,472,GANOSAYA,9151400,Odesa,Libya,Corn,"12,200",18-Nov-2022,29-Nov-2022,upper-middle-income,Cook Islands,Middle East & North Africa,Africa,developing
Outbound +,472,GANOSAYA,9151400,Odesa,Libya,Barley,"4,400",18-Nov-2022,29-Nov-2022,upper-middle-income,Cook Islands,Middle East & North Africa,Africa,developing
Outbound,473,GHADA A,7126102,Odesa,Jordan,Barley,"5,230",18-Nov-2022,27-Nov-2022,upper-middle-income,Togo,Middle East & North Africa,Asia-Pacific,developing
Outbound,474,NORD STARK,9691591,Yuzhny/Pivdennyi,Spain,Corn,"21,100",18-Nov-2022,2-Dec-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound +,474,NORD STARK,9691591,Yuzhny/Pivdennyi,Spain,Wheat,"6,100",18-Nov-2022,2-Dec-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,475,PLEVNE,9340908,Odesa,Italy,Sunflower oil,"6,905",18-Nov-2022,23-Nov-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,476,ANNABELLA,8919788,Odesa,Egypt,Soya beans,"9,400",19-Nov-2022,5-Dec-2022,lower-middle income,Comoros,Middle East & North Africa,Africa,developing
Outbound,477,CAPTAIN ADAMS,9737618,Chornomorsk,Republic of Korea,Corn,"62,000",19-Nov-2022,1-Dec-2022,high-income,Liberia,East Asia & Pacific,Asia-Pacific,developed
Outbound,478,ODYSSEUS N,9490442,Chornomorsk,China,Sunflower meal,"62,843",19-Nov-2022,29-Nov-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,479,PANAGIA KANALA,9553232,Chornomorsk,Belgium,Rapeseed,"44,900",19-Nov-2022,29-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,480,TASOS,9180906,Odesa,Republic of Korea,Wheat,"65,000",19-Nov-2022,24-Nov-2022,high-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developed
Outbound,481,EAGLE TRADER,9284362,Yuzhny/Pivdennyi,Spain,Corn,"15,291",20-Nov-2022,1-Dec-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound +,481,EAGLE TRADER,9284362,Yuzhny/Pivdennyi,Spain,Wheat,"10,709",20-Nov-2022,1-Dec-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,482,NIKOLAS D,9474723,Yuzhny/Pivdennyi,China,Corn,"66,000",20-Nov-2022,3-Dec-2022,upper-middle-income,Panama,East Asia & Pacific,Asia-Pacific,developing
Outbound,483,OLMA,8004806,Chornomorsk,Türkiye,Wheat,"5,602",20-Nov-2022,3-Dec-2022,upper-middle-income,Honduras,Europe & Central Asia,Asia-Pacific,developing
Outbound,484,AG VALOR,9312327,Yuzhny/Pivdennyi,Türkiye,Wheat,"27,500",21-Nov-2022,30-Nov-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,485,ELLIREA,9757008,Yuzhny/Pivdennyi,Israel,Corn,"44,699",21-Nov-2022,9-Dec-2022,high-income,Malta,Middle East & North Africa,Western Europe and Others,developed
Outbound +,485,ELLIREA,9757008,Yuzhny/Pivdennyi,Israel,Wheat,"12,441",21-Nov-2022,9-Dec-2022,high-income,Malta,Middle East & North Africa,Western Europe and Others,developed
Outbound,486,MRC SEMIRAMIS,9418793,Chornomorsk,Spain,Sunflower oil,"5,788",21-Nov-2022,27-Nov-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,487,EIDER S,9364784,Odesa,Spain,Corn,"50,000",22-Nov-2022,28-Nov-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,488,EVANGELISTRIA,9383857,Yuzhny/Pivdennyi,France,Sunflower seed,"40,771",23-Nov-2022,3-Dec-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,489,KYDONIA,9588615,Yuzhny/Pivdennyi,Spain,Barley,"66,000",23-Nov-2022,3-Dec-2022,high-income,Greece,Europe & Central Asia,Western Europe and Others,developed
Outbound,490,PUFFIN S,9164811,Chornomorsk,Türkiye,Wheat,"18,100",23-Nov-2022,1-Dec-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,491,VASILIY BOZHENKO,8623999,Chornomorsk,Türkiye,Sunflower seed,"1,500",23-Nov-2022,1-Dec-2022,upper-middle-income,Ukraine,Europe & Central Asia,Asia-Pacific,developing
Outbound,492,BERDEN,9278818,Odesa,Bangladesh,Wheat,"54,000",24-Nov-2022,2-Dec-2022,lower-middle income,Marshall Islands,South Asia,Asia-Pacific,developing
Outbound,493,CS CIHAN,9045704,Chornomorsk,Türkiye,Soya beans,"6,400",25-Nov-2022,4-Dec-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,494,PORT ALBERNI,9335886,Odesa,Spain,Soya beans,"26,765",25-Nov-2022,4-Dec-2022,high-income,Hong Kong,Europe & Central Asia,Western Europe and Others,developed
Outbound,495,SAUVAN,9537628,Yuzhny/Pivdennyi,China,Corn,"71,000",26-Nov-2022,6-Dec-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,496,FANARIA,9228241,Chornomorsk,Greece,Barley,"11,650",27-Nov-2022,9-Dec-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound +,496,FANARIA,9228241,Chornomorsk,Greece,Wheat,"4,700",27-Nov-2022,9-Dec-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,497,INCEPTION,9540481,Chornomorsk,The Netherlands,Corn,"67,000",27-Nov-2022,6-Dec-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,498,KINGFISHER D,9238117,Chornomorsk,Italy,Corn,"26,900",27-Nov-2022,10-Dec-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,499,LADY SHAM,9171383,Odesa,Italy,Wheat,"8,383",27-Nov-2022,5-Dec-2022,high-income,Sierra Leone,Europe & Central Asia,Western Europe and Others,developed
Outbound,500,LADY ZEHMA,9303431,Chornomorsk,Italy,Corn,"30,389",27-Nov-2022,14-Dec-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,501,NEW FAITH,9191034,Odesa,Türkiye,Corn,"27,500",27-Nov-2022,5-Dec-2022,upper-middle-income,Belize,Europe & Central Asia,Asia-Pacific,developing
Outbound,502,DAYTONA DYNAMIC,8914726,Yuzhny/Pivdennyi,Türkiye,Wheat,"26,300",29-Nov-2022,6-Dec-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,503,MARIA GS,9574195,Chornomorsk,Italy,Corn,"26,350",29-Nov-2022,14-Dec-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,504,TORC,9544683,Odesa,Italy,Sunflower oil,"8,400",29-Nov-2022,5-Dec-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,505,BARONESS,9588407,Chornomorsk,Spain,Corn,"27,500",30-Nov-2022,6-Dec-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,506,OMICRON SKY,9330329,Chornomorsk,Türkiye,Corn,"66,645",30-Nov-2022,7-Dec-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,507,AL SAAD,9436111,Odesa,Indonesia,Wheat,"55,000",1-Dec-2022,7-Dec-2022,lower-middle income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,508,GOLDEN ARSENAL,9493212,Odesa,Algeria,Wheat,"27,000",1-Dec-2022,7-Dec-2022,lower-middle income,St. Vincent and the Grenadines,Middle East & North Africa,Africa,developing
Outbound,509,NORDIC SKAGEN,9489986,Odesa,Spain,Corn,"32,300",1-Dec-2022,9-Dec-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,510,ORIS PRINCESS,9119907,Odesa,Greece,Wheat,"6,300",1-Dec-2022,18-Dec-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,511,PEACE M,9086318,Chornomorsk,Egypt,Corn,"25,000",1-Dec-2022,10-Dec-2022,lower-middle income,Palau,Middle East & North Africa,Africa,developing
Outbound,512,STAR ATLAS,9828302,Yuzhny/Pivdennyi,China,Sunflower meal,"35,719",1-Dec-2022,7-Dec-2022,upper-middle-income,Bahamas,East Asia & Pacific,Asia-Pacific,developing
Outbound +,512,STAR ATLAS,9828302,Yuzhny/Pivdennyi,China,Corn,"31,608",1-Dec-2022,7-Dec-2022,upper-middle-income,Bahamas,East Asia & Pacific,Asia-Pacific,developing
Outbound,513,TRINITY,9545716,Yuzhny/Pivdennyi,Israel,Corn,"53,820",1-Dec-2022,8-Dec-2022,high-income,Liberia,Middle East & North Africa,Western Europe and Others,developed
Outbound,514,ASPASIA LUCK,9223485,Odesa,China,Corn,"63,000",2-Dec-2022,9-Dec-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,515,LADY PERLA,9149732,Yuzhny/Pivdennyi,Bulgaria,Sunflower meal,"17,000",2-Dec-2022,10-Dec-2022,upper-middle-income,Liberia,Europe & Central Asia,Eastern Europe,developed
Outbound,516,SEA INSPIRATION,9604782,Odesa,Italy,Corn,"26,500",2-Dec-2022,8-Dec-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,517,ATHINA II,9724192,Yuzhny/Pivdennyi,China,Corn,"70,920",3-Dec-2022,20-Dec-2022,upper-middle-income,Greece,East Asia & Pacific,Asia-Pacific,developing
Outbound,518,BR GLORY,8907577,Chornomorsk,Egypt,Wheat,"21,500",3-Dec-2022,20-Dec-2022,lower-middle income,Cook Islands,Middle East & North Africa,Africa,developing
